January - December 2023 Contiguous U.S. County Maximum Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
AL-001,Autauga County,Alabama,78.7,3,127,75.7
AL-003,Baldwin County,Alabama,80.1,2.7,129,77.3
AL-005,Barbour County,Alabama,77.6,1.2,109,76.4
AL-007,Bibb County,Alabama,77,2.2,123,74.8
AL-009,Blount County,Alabama,73.9,1.2,106,72.7
AL-011,Bullock County,Alabama,77.4,1.6,115,75.8
AL-013,Butler County,Alabama,79.7,3.1,129,76.6
AL-015,Calhoun County,Alabama,75.1,2,119,73.1
AL-017,Chambers County,Alabama,75.2,1.1,108,74.1
AL-019,Cherokee County,Alabama,74.3,1.7,115,72.6
AL-021,Chilton County,Alabama,77.7,2.9,126,74.8
AL-023,Choctaw County,Alabama,79.2,2.5,128,76.7
AL-025,Clarke County,Alabama,79,2,124,76.9
AL-027,Clay County,Alabama,75.2,2.1,123,73.1
AL-029,Cleburne County,Alabama,74.2,2,121,72.2
AL-031,Coffee County,Alabama,79.3,2.2,122,77.1
AL-033,Colbert County,Alabama,74.3,1.9,115,72.3
AL-035,Conecuh County,Alabama,79.8,2.4,127,77.4
AL-037,Coosa County,Alabama,77,2.5,124,74.5
AL-039,Covington County,Alabama,80.2,2.4,126,77.8
AL-041,Crenshaw County,Alabama,79.5,3,128,76.5
AL-043,Cullman County,Alabama,73.6,1,102,72.6
AL-045,Dale County,Alabama,78.7,1.8,118,76.9
AL-047,Dallas County,Alabama,78.8,3.1,129,75.8
AL-049,DeKalb County,Alabama,71.9,1.5,111,70.4
AL-051,Elmore County,Alabama,77.9,2.1,122,75.8
AL-053,Escambia County,Alabama,79.9,1.9,124,78
AL-055,Etowah County,Alabama,74.1,1.6,112,72.5
AL-057,Fayette County,Alabama,75.7,1.8,116,73.9
AL-059,Franklin County,Alabama,73.7,1.7,115,72
AL-061,Geneva County,Alabama,79.8,2.1,122,77.7
AL-063,Greene County,Alabama,77.6,2.3,125,75.3
AL-065,Hale County,Alabama,77.5,2.4,126,75.1
AL-067,Henry County,Alabama,78.4,1.5,114,76.9
AL-069,Houston County,Alabama,79.5,1.8,118,77.7
AL-071,Jackson County,Alabama,72.1,1.4,111,70.7
AL-073,Jefferson County,Alabama,75.8,2,119,73.8
AL-075,Lamar County,Alabama,75.9,1.9,117,74
AL-077,Lauderdale County,Alabama,73.7,1.7,114,72
AL-079,Lawrence County,Alabama,73.7,1.6,112,72.1
AL-081,Lee County,Alabama,75.8,0.7,98,75.1
AL-083,Limestone County,Alabama,73.3,1.4,109,71.9
AL-085,Lowndes County,Alabama,79.4,3.1,129,76.2
AL-087,Macon County,Alabama,77.1,1,108,76
AL-089,Madison County,Alabama,73.1,1.4,110,71.7
AL-091,Marengo County,Alabama,78.5,2.6,127,75.9
AL-093,Marion County,Alabama,74.1,1.3,109,72.8
AL-095,Marshall County,Alabama,73.1,1.5,109,71.5
AL-097,Mobile County,Alabama,80.4,3.2,129,77.1
AL-099,Monroe County,Alabama,79.4,2.3,126,77
AL-101,Montgomery County,Alabama,78.9,2.6,124,76.3
AL-103,Morgan County,Alabama,73.6,1.4,108,72.2
AL-105,Perry County,Alabama,77.7,2.6,126,75.1
AL-107,Pickens County,Alabama,77.1,2.3,123,74.8
AL-109,Pike County,Alabama,78.4,2,121,76.4
AL-111,Randolph County,Alabama,75.1,2.1,121,73
AL-113,Russell County,Alabama,77.4,1.2,108,76.2
AL-115,St. Clair County,Alabama,75.2,1.8,118,73.4
AL-117,Shelby County,Alabama,76.7,2.4,125,74.3
AL-119,Sumter County,Alabama,78.3,2.7,126,75.6
AL-121,Talladega County,Alabama,76.5,2.2,123,74.2
AL-123,Tallapoosa County,Alabama,76.2,1.3,115,74.8
AL-125,Tuscaloosa County,Alabama,76.4,1.6,115,74.8
AL-127,Walker County,Alabama,75.3,1.6,110,73.7
AL-129,Washington County,Alabama,79.7,1.9,124,77.8
AL-131,Wilcox County,Alabama,79.1,2.8,129,76.3
AL-133,Winston County,Alabama,73.8,1.4,110,72.3
AZ-001,Apache County,Arizona,65.6,1.6,97,64
AZ-003,Cochise County,Arizona,78,2.7,120,75.3
AZ-005,Coconino County,Arizona,66.9,1,93,65.9
AZ-007,Gila County,Arizona,74,1.7,100,72.4
AZ-009,Graham County,Arizona,75.9,2.2,111,73.6
AZ-011,Greenlee County,Arizona,71.7,2.4,118,69.3
AZ-012,La Paz County,Arizona,85.2,0.9,94,84.3
AZ-013,Maricopa County,Arizona,84.4,1,88,83.4
AZ-015,Mohave County,Arizona,74.6,0.5,77,74.1
AZ-017,Navajo County,Arizona,67.3,1.8,103,65.5
AZ-019,Pima County,Arizona,83.7,2.5,117,81.2
AZ-021,Pinal County,Arizona,83.7,2,108,81.7
AZ-023,Santa Cruz County,Arizona,77.5,2.8,120,74.7
AZ-025,Yavapai County,Arizona,74.5,1.8,104,72.6
AZ-027,Yuma County,Arizona,86.9,1.3,97,85.6
AR-001,Arkansas County,Arkansas,75.1,2.3,121,72.8
AR-003,Ashley County,Arkansas,77.7,2.9,127,74.8
AR-005,Baxter County,Arkansas,71.6,2.4,121,69.2
AR-007,Benton County,Arkansas,71.6,3.1,126,68.6
AR-009,Boone County,Arkansas,71,2.7,125,68.3
AR-011,Bradley County,Arkansas,76.7,2.1,121,74.6
AR-013,Calhoun County,Arkansas,76.2,1.5,113,74.7
AR-015,Carroll County,Arkansas,70.7,2.6,124,68.1
AR-017,Chicot County,Arkansas,77.3,2.5,125,74.8
AR-019,Clark County,Arkansas,75.4,1.3,106,74.1
AR-021,Clay County,Arkansas,72.1,2,119,70.1
AR-023,Cleburne County,Arkansas,72.6,2.9,124,69.7
AR-025,Cleveland County,Arkansas,75.7,1.8,118,73.9
AR-027,Columbia County,Arkansas,76.1,1.1,100,75.1
AR-029,Conway County,Arkansas,74.1,2.2,120,71.9
AR-031,Craighead County,Arkansas,72.3,1.9,121,70.3
AR-033,Crawford County,Arkansas,73.7,3,127,70.6
AR-035,Crittenden County,Arkansas,74.4,2.9,125,71.5
AR-037,Cross County,Arkansas,73.3,2.2,123,71.1
AR-039,Dallas County,Arkansas,75.3,1.2,105,74.1
AR-041,Desha County,Arkansas,75.8,2,120,73.7
AR-043,Drew County,Arkansas,76.5,2.4,123,74.1
AR-045,Faulkner County,Arkansas,74,2.1,118,71.9
AR-047,Franklin County,Arkansas,73.2,2.7,126,70.5
AR-049,Fulton County,Arkansas,71.7,3.1,126,68.6
AR-051,Garland County,Arkansas,74.7,2.3,122,72.4
AR-053,Grant County,Arkansas,75.5,1.6,114,73.9
AR-055,Greene County,Arkansas,72,2,119,70.1
AR-057,Hempstead County,Arkansas,75.3,1.1,104,74.2
AR-059,Hot Spring County,Arkansas,75.2,1.7,113,73.5
AR-061,Howard County,Arkansas,74.5,1.7,110,72.9
AR-063,Independence County,Arkansas,71.8,2,120,69.8
AR-065,Izard County,Arkansas,71.5,2.4,123,69.2
AR-067,Jackson County,Arkansas,71.9,1.7,111,70.2
AR-069,Jefferson County,Arkansas,75.5,2.2,121,73.3
AR-071,Johnson County,Arkansas,72.2,2.5,123,69.7
AR-073,Lafayette County,Arkansas,76.6,1.4,111,75.1
AR-075,Lawrence County,Arkansas,71.5,1.6,112,69.9
AR-077,Lee County,Arkansas,74.7,2.8,126,71.9
AR-079,Lincoln County,Arkansas,75.9,2.4,124,73.5
AR-081,Little River County,Arkansas,76.2,2.2,118,74
AR-083,Logan County,Arkansas,74.5,2.8,124,71.6
AR-085,Lonoke County,Arkansas,74.5,1.8,120,72.7
AR-087,Madison County,Arkansas,70.2,3,126,67.2
AR-089,Marion County,Arkansas,71.6,2.4,122,69.1
AR-091,Miller County,Arkansas,76.9,2,118,74.9
AR-093,Mississippi County,Arkansas,72.7,2.1,121,70.6
AR-095,Monroe County,Arkansas,74.5,2.6,124,71.9
AR-097,Montgomery County,Arkansas,74.3,2.6,122,71.8
AR-099,Nevada County,Arkansas,75.4,0.9,99,74.4
AR-101,Newton County,Arkansas,69.2,2,118,67.2
AR-103,Ouachita County,Arkansas,75.9,1.1,106,74.9
AR-105,Perry County,Arkansas,74.8,2.5,123,72.3
AR-107,Phillips County,Arkansas,75.1,2.8,125,72.3
AR-109,Pike County,Arkansas,74.5,1.5,106,73
AR-111,Poinsett County,Arkansas,72.6,2,119,70.7
AR-113,Polk County,Arkansas,72.8,2.2,116,70.5
AR-115,Pope County,Arkansas,73,2.4,122,70.6
AR-117,Prairie County,Arkansas,74,1.8,118,72.2
AR-119,Pulaski County,Arkansas,74.9,2,118,72.9
AR-121,Randolph County,Arkansas,71.9,2.2,123,69.6
AR-123,St. Francis County,Arkansas,74.2,2.7,124,71.5
AR-125,Saline County,Arkansas,74.6,1.8,118,72.8
AR-127,Scott County,Arkansas,74.2,3.1,125,71.1
AR-129,Searcy County,Arkansas,70.2,1.7,108,68.5
AR-131,Sebastian County,Arkansas,75.1,3.2,126,71.9
AR-133,Sevier County,Arkansas,75.3,2.2,113,73.1
AR-135,Sharp County,Arkansas,71.2,2.1,122,69.1
AR-137,Stone County,Arkansas,71.4,2.5,123,68.9
AR-139,Union County,Arkansas,77,1.9,118,75.1
AR-141,Van Buren County,Arkansas,71.7,2.2,120,69.5
AR-143,Washington County,Arkansas,71.8,3.3,127,68.4
AR-145,White County,Arkansas,73.2,2,119,71.2
AR-147,Woodruff County,Arkansas,73,1.8,116,71.2
AR-149,Yell County,Arkansas,75.1,3,126,72
CA-001,Alameda County,California,69.9,1.3,102,68.6
CA-003,Alpine County,California,54.5,-0.4,46,54.9
CA-005,Amador County,California,69.5,-0.2,58,69.7
CA-007,Butte County,California,72,1,92,70.9
CA-009,Calaveras County,California,70.1,-0.3,55,70.4
CA-011,Colusa County,California,73.8,0,57,73.8
CA-013,Contra Costa County,California,71,1,93,70
CA-015,Del Norte County,California,62.1,1.8,100,60.2
CA-017,El Dorado County,California,64.6,-0.7,37,65.3
CA-019,Fresno County,California,67.1,-0.4,43,67.5
CA-021,Glenn County,California,72.3,0.5,84,71.8
CA-023,Humboldt County,California,63.5,1,92,62.5
CA-025,Imperial County,California,87.4,1.1,90,86.4
CA-027,Inyo County,California,71.7,-1,20,72.7
CA-029,Kern County,California,73.3,-0.4,42,73.7
CA-031,Kings County,California,76.4,0.3,68,76
CA-033,Lake County,California,67.9,-0.6,28,68.5
CA-035,Lassen County,California,59.4,-0.2,48,59.6
CA-037,Los Angeles County,California,71,-0.6,37,71.6
CA-039,Madera County,California,68.2,-0.3,46,68.5
CA-041,Marin County,California,63.9,0.5,83,63.4
CA-043,Mariposa County,California,67.4,-0.3,45,67.7
CA-045,Mendocino County,California,66.2,-0.1,49,66.3
CA-047,Merced County,California,74.3,0.6,81,73.6
CA-049,Modoc County,California,59.8,1,85,58.8
CA-051,Mono County,California,56.7,-0.9,35,57.5
CA-053,Monterey County,California,71.3,-0.3,42,71.6
CA-055,Napa County,California,71.3,0.3,71,71
CA-057,Nevada County,California,63.4,-0.4,44,63.8
CA-059,Orange County,California,72.4,-0.5,44,72.9
CA-061,Placer County,California,64.8,-0.4,43,65.2
CA-063,Plumas County,California,59.3,-0.4,48,59.7
CA-065,Riverside County,California,80.3,0.4,68,79.9
CA-067,Sacramento County,California,75,1.1,93,73.9
CA-069,San Benito County,California,70.8,0.2,61,70.6
CA-071,San Bernardino County,California,77.8,0.3,62,77.4
CA-073,San Diego County,California,74.6,0.4,70,74.2
CA-075,San Francisco County,California,64.2,0.6,83,63.6
CA-077,San Joaquin County,California,75.4,2.2,111,73.3
CA-079,San Luis Obispo County,California,71.9,0.3,71,71.6
CA-081,San Mateo County,California,66,0.8,92,65.2
CA-083,Santa Barbara County,California,69,0.6,76,68.4
CA-085,Santa Clara County,California,69.5,0.9,95,68.6
CA-087,Santa Cruz County,California,68.5,1.4,107,67.2
CA-089,Shasta County,California,67.5,0.9,89,66.6
CA-091,Sierra County,California,58.6,-0.4,45,59
CA-093,Siskiyou County,California,60.8,1.6,101,59.3
CA-095,Solano County,California,73,0.8,90,72.2
CA-097,Sonoma County,California,67.2,-0.2,48,67.4
CA-099,Stanislaus County,California,73.8,1,91,72.9
CA-101,Sutter County,California,76.1,1.2,98,74.9
CA-103,Tehama County,California,70.2,0.7,87,69.6
CA-105,Trinity County,California,64.5,1.1,96,63.4
CA-107,Tulare County,California,65.6,-0.4,43,66
CA-109,Tuolumne County,California,61.6,-0.5,41,62
CA-111,Ventura County,California,67.6,-0.7,31,68.3
CA-113,Yolo County,California,74.9,0.6,84,74.3
CA-115,Yuba County,California,72.7,0.6,82,72.1
CO-001,Adams County,Colorado,64.1,0.6,75,63.5
CO-003,Alamosa County,Colorado,60.4,2.7,119,57.7
CO-005,Arapahoe County,Colorado,63.7,0.7,80,63
CO-007,Archuleta County,Colorado,57.5,0.1,57,57.4
CO-009,Baca County,Colorado,69.6,1.5,100,68.1
CO-011,Bent County,Colorado,69.4,1.5,97,67.9
CO-013,Boulder County,Colorado,57.3,0.3,75,57
CO-014,Broomfield County,Colorado,64.7,0.3,77,64.3
CO-015,Chaffee County,Colorado,51.5,1,91,50.5
CO-017,Cheyenne County,Colorado,66.4,1.9,100,64.4
CO-019,Clear Creek County,Colorado,48.5,0.6,79,48
CO-021,Conejos County,Colorado,55,2,113,53
CO-023,Costilla County,Colorado,57.2,2.2,111,55.1
CO-025,Crowley County,Colorado,68.6,2.1,104,66.5
CO-027,Custer County,Colorado,55.4,1.2,99,54.2
CO-029,Delta County,Colorado,59.6,2,103,57.6
CO-031,Denver County,Colorado,64.5,0.2,71,64.3
CO-033,Dolores County,Colorado,56.3,1.3,97,54.9
CO-035,Douglas County,Colorado,60.9,0.5,81,60.5
CO-037,Eagle County,Colorado,52,0.9,86,51.1
CO-039,Elbert County,Colorado,63.2,1.5,103,61.7
CO-041,El Paso County,Colorado,62.9,1.9,106,61
CO-043,Fremont County,Colorado,60.1,0.7,81,59.3
CO-045,Garfield County,Colorado,55,1.2,87,53.9
CO-047,Gilpin County,Colorado,50.7,0.5,80,50.2
CO-049,Grand County,Colorado,49.8,0.7,81,49.1
CO-051,Gunnison County,Colorado,51.2,1.2,89,50.1
CO-053,Hinsdale County,Colorado,48.2,1.4,100,46.8
CO-055,Huerfano County,Colorado,61.7,1.4,104,60.3
CO-057,Jackson County,Colorado,49.4,0.7,74,48.7
CO-059,Jefferson County,Colorado,59.3,-0.1,63,59.4
CO-061,Kiowa County,Colorado,67.8,1.7,96,66.2
CO-063,Kit Carson County,Colorado,65,1.3,90,63.7
CO-065,Lake County,Colorado,47.5,1.2,99,46.3
CO-067,La Plata County,Colorado,58.6,1.5,104,57.1
CO-069,Larimer County,Colorado,54.9,1.3,95,53.6
CO-071,Las Animas County,Colorado,66.2,1.1,89,65.1
CO-073,Lincoln County,Colorado,65.7,1.7,101,64
CO-075,Logan County,Colorado,62.7,-0.3,54,63
CO-077,Mesa County,Colorado,60.3,2.3,108,58
CO-079,Mineral County,Colorado,49.5,0.9,87,48.6
CO-081,Moffat County,Colorado,56,0.4,72,55.6
CO-083,Montezuma County,Colorado,62.5,1.3,96,61.1
CO-085,Montrose County,Colorado,61,1.9,101,59.1
CO-087,Morgan County,Colorado,63.9,1.1,79,62.9
CO-089,Otero County,Colorado,69.3,1.6,99,67.7
CO-091,Ouray County,Colorado,55.6,2.7,112,52.9
CO-093,Park County,Colorado,51.6,0.4,76,51.2
CO-095,Phillips County,Colorado,63.5,0.3,61,63.3
CO-097,Pitkin County,Colorado,49.8,1,90,48.8
CO-099,Prowers County,Colorado,69.3,1.6,98,67.7
CO-101,Pueblo County,Colorado,67.9,1.4,103,66.4
CO-103,Rio Blanco County,Colorado,56,0.4,70,55.7
CO-105,Rio Grande County,Colorado,55.3,2.4,117,52.9
CO-107,Routt County,Colorado,52.3,1.4,99,50.9
CO-109,Saguache County,Colorado,53.9,1.5,102,52.4
CO-111,San Juan County,Colorado,46.8,2.1,112,44.6
CO-113,San Miguel County,Colorado,58.2,1.5,100,56.7
CO-115,Sedgwick County,Colorado,62.5,-0.6,44,63.1
CO-117,Summit County,Colorado,47.8,0.9,87,46.9
CO-119,Teller County,Colorado,54.1,0.4,76,53.7
CO-121,Washington County,Colorado,63.2,0,52,63.2
CO-123,Weld County,Colorado,62.9,0.3,71,62.6
CO-125,Yuma County,Colorado,64.6,0.7,76,63.9
CT-001,Fairfield County,Connecticut,63.6,4.4,129,59.2
CT-003,Hartford County,Connecticut,62.7,3.7,127,59
CT-005,Litchfield County,Connecticut,60.5,3.7,127,56.7
CT-007,Middlesex County,Connecticut,62.4,3.5,126,59
CT-009,New Haven County,Connecticut,62.5,3.5,127,59
CT-011,New London County,Connecticut,62.1,3.5,125,58.6
CT-013,Tolland County,Connecticut,61.5,3.6,126,57.8
CT-015,Windham County,Connecticut,61.4,3.5,126,58
DE-001,Kent County,Delaware,67.5,3.3,127,64.2
DE-003,New Castle County,Delaware,66.3,3,123,63.2
DE-005,Sussex County,Delaware,68.7,3.9,128,64.7
FL-001,Alachua County,Florida,82.6,2.2,126,80.4
FL-003,Baker County,Florida,82.3,3.2,128,79
FL-005,Bay County,Florida,80.1,2.9,127,77.2
FL-007,Bradford County,Florida,82.3,2.6,127,79.7
FL-009,Brevard County,Florida,82.6,2,126,80.5
FL-011,Broward County,Florida,86.9,3.2,129,83.7
FL-013,Calhoun County,Florida,80.7,2.6,126,78.1
FL-015,Charlotte County,Florida,85.9,2.2,125,83.6
FL-017,Citrus County,Florida,83.3,2.8,126,80.5
FL-019,Clay County,Florida,82.5,3.3,128,79.2
FL-021,Collier County,Florida,87.2,2.8,129,84.4
FL-023,Columbia County,Florida,82.1,2.7,128,79.5
FL-027,DeSoto County,Florida,86,2.2,127,83.8
FL-029,Dixie County,Florida,81.7,2.4,127,79.3
FL-031,Duval County,Florida,82.1,4.1,129,78
FL-033,Escambia County,Florida,80.3,2.7,129,77.6
FL-035,Flagler County,Florida,82.7,3.1,129,79.6
FL-037,Franklin County,Florida,80.2,2.3,124,77.9
FL-039,Gadsden County,Florida,80.9,2.2,126,78.7
FL-041,Gilchrist County,Florida,82.5,2.5,128,79.9
FL-043,Glades County,Florida,85.7,2.2,126,83.5
FL-045,Gulf County,Florida,80.1,2.7,124,77.4
FL-047,Hamilton County,Florida,81.6,2.3,128,79.3
FL-049,Hardee County,Florida,86.2,2.9,129,83.2
FL-051,Hendry County,Florida,86.3,2.3,127,84
FL-053,Hernando County,Florida,84.1,3.4,128,80.7
FL-055,Highlands County,Florida,85.8,2.3,127,83.4
FL-057,Hillsborough County,Florida,85.1,3.8,129,81.3
FL-059,Holmes County,Florida,80.3,2,122,78.2
FL-061,Indian River County,Florida,84.1,2.8,129,81.3
FL-063,Jackson County,Florida,80.3,1.9,121,78.4
FL-065,Jefferson County,Florida,81,2.3,128,78.7
FL-067,Lafayette County,Florida,81.7,2.3,128,79.5
FL-069,Lake County,Florida,84.3,2.9,129,81.4
FL-071,Lee County,Florida,86.3,2.7,128,83.6
FL-073,Leon County,Florida,81.4,2.4,128,79
FL-075,Levy County,Florida,82.8,3,127,79.8
FL-077,Liberty County,Florida,81,2.5,125,78.5
FL-079,Madison County,Florida,81,2.1,128,78.8
FL-081,Manatee County,Florida,85.3,2.8,129,82.5
FL-083,Marion County,Florida,83.5,2.6,127,80.9
FL-085,Martin County,Florida,85.5,3.1,129,82.4
FL-086,Miami-Dade County,Florida,87.2,3.7,129,83.6
FL-087,Monroe County,Florida,87.1,3.6,129,83.5
FL-089,Nassau County,Florida,81.9,3.8,129,78.1
FL-091,Okaloosa County,Florida,80.9,2.9,129,78
FL-093,Okeechobee County,Florida,85.3,2.7,129,82.6
FL-095,Orange County,Florida,84.5,2.7,128,81.9
FL-097,Osceola County,Florida,84.8,2.5,128,82.3
FL-099,Palm Beach County,Florida,86.2,3,129,83.2
FL-101,Pasco County,Florida,84.7,3.8,129,80.9
FL-103,Pinellas County,Florida,84.1,3.8,129,80.3
FL-105,Polk County,Florida,85.6,2.8,129,82.7
FL-107,Putnam County,Florida,82.9,2.8,128,80.1
FL-109,St. Johns County,Florida,82,3.6,129,78.4
FL-111,St. Lucie County,Florida,85,3.2,129,81.9
FL-113,Santa Rosa County,Florida,80.6,2.7,128,77.9
FL-115,Sarasota County,Florida,85.1,2,127,83.1
FL-117,Seminole County,Florida,84,2.4,128,81.6
FL-119,Sumter County,Florida,84.2,3,126,81.3
FL-121,Suwannee County,Florida,81.8,2.4,128,79.5
FL-123,Taylor County,Florida,81.2,2.3,128,78.9
FL-125,Union County,Florida,82.3,2.6,128,79.7
FL-127,Volusia County,Florida,83.2,2.8,128,80.5
FL-129,Wakulla County,Florida,81.3,2.4,128,78.9
FL-131,Walton County,Florida,80.5,2.6,129,77.9
FL-133,Washington County,Florida,80.5,2.2,124,78.3
GA-001,Appling County,Georgia,79.8,1.8,122,78
GA-003,Atkinson County,Georgia,80,1.9,124,78.2
GA-005,Bacon County,Georgia,80,1.8,123,78.2
GA-007,Baker County,Georgia,79,1.2,110,77.7
GA-009,Baldwin County,Georgia,77.5,2,119,75.5
GA-011,Banks County,Georgia,73.6,2.4,126,71.2
GA-013,Barrow County,Georgia,73.9,2.4,126,71.5
GA-015,Bartow County,Georgia,73.8,1.7,115,72.1
GA-017,Ben Hill County,Georgia,78.8,2.4,125,76.4
GA-019,Berrien County,Georgia,79.5,1.8,124,77.7
GA-021,Bibb County,Georgia,77.9,2.2,120,75.7
GA-023,Bleckley County,Georgia,78.4,2.4,122,76
GA-025,Brantley County,Georgia,80.5,2.3,124,78.2
GA-027,Brooks County,Georgia,79.7,1.2,116,78.5
GA-029,Bryan County,Georgia,78.9,1.7,115,77.2
GA-031,Bulloch County,Georgia,78.8,1.9,121,76.9
GA-033,Burke County,Georgia,77.1,1.8,115,75.2
GA-035,Butts County,Georgia,76.5,2.6,123,73.9
GA-037,Calhoun County,Georgia,78.4,1.2,109,77.2
GA-039,Camden County,Georgia,80.6,3.1,128,77.5
GA-043,Candler County,Georgia,78.8,1.9,118,76.9
GA-045,Carroll County,Georgia,74.4,2.6,122,71.8
GA-047,Catoosa County,Georgia,72.9,2,117,70.9
GA-049,Charlton County,Georgia,81.9,3.3,128,78.6
GA-051,Chatham County,Georgia,78.4,1.9,116,76.6
GA-053,Chattahoochee County,Georgia,77.5,1.4,111,76.1
GA-055,Chattooga County,Georgia,73.7,1.8,116,71.9
GA-057,Cherokee County,Georgia,72.7,2.1,121,70.6
GA-059,Clarke County,Georgia,74,2,117,72
GA-061,Clay County,Georgia,78,1.1,107,76.9
GA-063,Clayton County,Georgia,75.1,3,123,72.1
GA-065,Clinch County,Georgia,81.2,2.3,127,78.9
GA-067,Cobb County,Georgia,73.8,2.4,122,71.3
GA-069,Coffee County,Georgia,79.4,1.9,123,77.5
GA-071,Colquitt County,Georgia,78.8,1.4,117,77.4
GA-073,Columbia County,Georgia,76.2,1.8,116,74.3
GA-075,Cook County,Georgia,79.3,1.6,121,77.8
GA-077,Coweta County,Georgia,75,2.1,121,72.8
GA-079,Crawford County,Georgia,77.6,2.1,122,75.5
GA-081,Crisp County,Georgia,79.2,3.1,125,76.1
GA-083,Dade County,Georgia,71.3,1.7,117,69.6
GA-085,Dawson County,Georgia,71.2,2.1,122,69.1
GA-087,Decatur County,Georgia,80.4,1.8,124,78.6
GA-089,DeKalb County,Georgia,74.5,3,124,71.5
GA-091,Dodge County,Georgia,78.4,2.2,122,76.2
GA-093,Dooly County,Georgia,78.9,2.9,125,76
GA-095,Dougherty County,Georgia,78.8,1.5,114,77.3
GA-097,Douglas County,Georgia,74.3,2.7,122,71.6
GA-099,Early County,Georgia,78.9,1.4,112,77.5
GA-101,Echols County,Georgia,81.3,2.2,128,79.1
GA-103,Effingham County,Georgia,78.7,2,120,76.7
GA-105,Elbert County,Georgia,75,2.6,127,72.3
GA-107,Emanuel County,Georgia,78.1,1.7,118,76.4
GA-109,Evans County,Georgia,79.4,1.8,119,77.6
GA-111,Fannin County,Georgia,69.3,2,120,67.4
GA-113,Fayette County,Georgia,75,2.4,122,72.6
GA-115,Floyd County,Georgia,74.4,1.6,116,72.7
GA-117,Forsyth County,Georgia,72.4,2.2,123,70.1
GA-119,Franklin County,Georgia,73.9,2.4,126,71.5
GA-121,Fulton County,Georgia,74.2,2.8,123,71.4
GA-123,Gilmer County,Georgia,69.9,1.9,120,68
GA-125,Glascock County,Georgia,76.4,1.7,114,74.7
GA-127,Glynn County,Georgia,79.2,2.2,120,77.1
GA-129,Gordon County,Georgia,73.8,1.9,118,71.9
GA-131,Grady County,Georgia,80,1.8,122,78.3
GA-133,Greene County,Georgia,75.6,1.9,116,73.7
GA-135,Gwinnett County,Georgia,73.6,2.7,126,71
GA-137,Habersham County,Georgia,71.2,1.7,118,69.5
GA-139,Hall County,Georgia,72.7,2.3,125,70.3
GA-141,Hancock County,Georgia,76.6,1.9,119,74.7
GA-143,Haralson County,Georgia,73.7,2.3,122,71.4
GA-145,Harris County,Georgia,76,1.4,115,74.5
GA-147,Hart County,Georgia,74.1,2.8,126,71.3
GA-149,Heard County,Georgia,75.3,2.2,121,73.1
GA-151,Henry County,Georgia,75.6,2.8,122,72.9
GA-153,Houston County,Georgia,78.4,2.5,124,75.9
GA-155,Irwin County,Georgia,79,2.3,126,76.7
GA-157,Jackson County,Georgia,73.9,2.5,125,71.4
GA-159,Jasper County,Georgia,76.7,2.6,122,74.1
GA-161,Jeff Davis County,Georgia,79.2,1.8,121,77.4
GA-163,Jefferson County,Georgia,76.7,1.5,111,75.2
GA-165,Jenkins County,Georgia,77.8,2.1,117,75.7
GA-167,Johnson County,Georgia,77.7,1.6,115,76.1
GA-169,Jones County,Georgia,77.4,2.2,121,75.2
GA-171,Lamar County,Georgia,76.3,2.2,122,74.1
GA-173,Lanier County,Georgia,80.2,1.7,124,78.5
GA-175,Laurens County,Georgia,78.3,1.9,119,76.4
GA-177,Lee County,Georgia,78.8,1.9,121,76.9
GA-179,Liberty County,Georgia,78.8,1.5,110,77.3
GA-181,Lincoln County,Georgia,75.6,1.9,119,73.6
GA-183,Long County,Georgia,79.6,1.6,113,77.9
GA-185,Lowndes County,Georgia,80.2,1.5,121,78.7
GA-187,Lumpkin County,Georgia,70.8,2.2,124,68.5
GA-189,McDuffie County,Georgia,76,2,118,74
GA-191,McIntosh County,Georgia,78.3,1.3,113,76.9
GA-193,Macon County,Georgia,78.2,2.2,123,76
GA-195,Madison County,Georgia,74.2,2.5,127,71.7
GA-197,Marion County,Georgia,77.1,1.5,115,75.6
GA-199,Meriwether County,Georgia,75.4,1.7,118,73.6
GA-201,Miller County,Georgia,79.5,1.5,116,78
GA-205,Mitchell County,Georgia,79,1.3,115,77.7
GA-207,Monroe County,Georgia,77.1,2.3,121,74.9
GA-209,Montgomery County,Georgia,78.9,1.8,120,77.1
GA-211,Morgan County,Georgia,75.3,2,112,73.3
GA-213,Murray County,Georgia,72.3,1.8,118,70.5
GA-215,Muscogee County,Georgia,77.3,1.5,114,75.8
GA-217,Newton County,Georgia,75.7,2.7,125,73
GA-219,Oconee County,Georgia,74.4,2,115,72.4
GA-221,Oglethorpe County,Georgia,74.9,2.2,121,72.7
GA-223,Paulding County,Georgia,73.8,2.2,122,71.6
GA-225,Peach County,Georgia,78,2.3,123,75.7
GA-227,Pickens County,Georgia,71.3,2,120,69.3
GA-229,Pierce County,Georgia,80.4,2,122,78.5
GA-231,Pike County,Georgia,75.7,2,119,73.7
GA-233,Polk County,Georgia,74.4,2,117,72.4
GA-235,Pulaski County,Georgia,78.8,2.7,125,76
GA-237,Putnam County,Georgia,76.6,2.1,116,74.5
GA-239,Quitman County,Georgia,77.8,1.1,107,76.7
